"movie_odid","display_name","rating","reason"
"284770100","Most Beautiful Island","Not Rated",""
"284780100","The Strange Ones","R","for some disturbing violent images, and brief sexual material."
"284800100","The Work","Not Rated",""
"284810100","Skyscraper","PG","for sequences of gun violence and action, and for brief strong language."
"284840100","Roma","R","for graphic nudity, some disturbing images, and language."
"284860100","The Gracefield Incident","PG-13","for sci-fi action/terror, accident images, language and some suggestive material."
"284970100","12 Strong","R","for war violence and language throughout."
"284980100","Zona Hostil","Not Rated",""
"285050100","Extinction","Not Rated","NULL"
"285350100","Koe No Katachi","Not Rated","NULL"
"285400100","Thank You for Your Service","R","for strong violent content, language throughout, some sexuality, drug material and brief nudity."
"285440100","Patti Cake$","R","for language throughout, crude sexual references, some drug use and a brief nude image."
"285470100","Dolittle","PG","for some action, rude humor and brief language."
"285510100","Columbus","Not Rated",""
"285520100","Mary Magdalene","R","for some bloody and disturbing images."
"285530100","Action Point","R","for crude sexual content, language, drug use, teen drinking, and brief graphic nudity."
"285540100","A Quiet Place","PG-13","for terror and some bloody images."
"285550100","Detroit","R","for strong violence and pervasive language."
"285590100","Jasmine","Not Rated",""
"285600100","7 Witches","Not Rated",""
"285610100","7 Days in Entebbe","PG-13","for violence, some thematic material, drug use, smoking and brief strong language."
"285630100","Santoalla","Not Rated",""
"285640100","Night School","Not Rated",""
"285650100","The Devotion of Suspect X","Not Rated",""
"285660100","The Only Living Boy in New York","R","for language and some drug material."
"285670100","Karl Marx City","Not Rated",""
"285680100","Naam Shabana","Not Rated",""
"285720100","Bethany","Not Rated",""
"285730100","Chasing Trane: The John Coltrane Documentary","PG",""
"285750100","Le Jeune Karl Marx","Not Rated",""
"285760100","Marjorie Prime","Not Rated",""
"285770100","California Typewriter","Not Rated",""
"285850100","Chamber of Horrors","Not Rated",""
"285940100","Bamui haebyun-eoseo honja","Not Rated",""
"286020100","UglyDolls","PG","for thematic elements and brief action."
"286030100","Bang! The Bert Berns Story","Not Rated",""
"286090100","Cómplices","PG-13","for terror, peril and some language."
"286110100","Dealt","Not Rated",""
"286180100","Icaros: A Vision","Not Rated",""
"286200100","Is Genesis History?","Not Rated",""
"286300100","Ghost of New Orleans","R","for some violence and brief language."
"286420100","The Domestics","R","for strong bloody violence and language throughout."
"286520100","Once Upon a Time in Venice","Not Rated",""
"286530100","Dolores","Not Rated",""
"286540100","Underwater","PG-13","for sci-fi action and terror, and brief strong language."
"286560100","Una","R","for strong sexual content, nudity and language."
"286590100","MindGamers","R","for violence, language, some sexuality and drug use."
"286660100","Rahm","Not Rated",""
"286730100","Finding Oscar","Not Rated",""
"286750100","Maurizio Cattelan: Be Right Back","Not Rated",""
"286760100","Whose Streets?","R","for language throughout."
"286770100","Hounds of Love","Not Rated",""
"286780100","Altitude","R","for language and some violence"
"286820100","Les Demoiselles de Rochefort","G",""
"286900100","All Saints","PG","for thematic elements."
"286910100","Breaking Brooklyn","PG-13","for language and brief drug content."
"286920100","Forever My Girl","PG","for thematic elements including drinking, and language."
"286950100","Long Strange Trip: The Untold Story of the Grateful Dead","R","for drug content throughout, language and some graphic nudity."
"286960100","The Recall","R","for violence, language and some nudity."
"287000100","Armed Response","R","for strong violence, some grisly images, and for language."
"287010100","Small Town Crime","R","for strong violence, language and some sexual references."
"287040100","Drone","Not Rated",""
"287050100","Dawson City: Frozen Time","Not Rated",""
"287070100","Beatriz at Dinner","R","for language and a scene of violence."
"287080100","Three Billboards Outside Ebbing, Missouri","R","for violence, language throughout, and some sexual references."
"287150100","Special Citizen","Not Rated",""
"287230100","This Is Not What I Expected","Not Rated",""
"287300100","Goodbye Christopher Robin","PG","for thematic elements, some bullying, war images and brief language."
"287310100","Toivon Tuolla Puolen","Not Rated",""
"287420100","Night School","PG-13","for crude and sexual content throughout, language, some drug references and violence."
"287450100","Dead Awake","Not Rated",""
"287460100","A Beginner’s Guide to Snuff","Not Rated",""
"287470100","Meri Pyaari Bindu","Not Rated",""
"287480100","The Killing of a Sacred Deer","R","for disturbing violent and sexual content, some graphic nudity and language."
"287490100","Pasqualino Settebellezze","R",""
"287540100","Travolti da un insolito destino nell’azzurro mare d’agosto","R",""
"287550100","I Love You Both","Not Rated",""
"287560100","Window Horses","Not Rated",""
"287600100","Frank Serpico","Not Rated",""
"287620100","Tom of Finland","Not Rated",""
"287630100","Before the Flood","PG","for thematic elements, some nude and suggestive art images, language and brief"
"287640100","The Frog Kingdom 2: Sub-Zero Mission","PG","for sequences of action and peril."
"287700100","Batman and Harley Quinn","PG-13","for sexual content, language, violence and action, and for rude humor. (Animated)"
"287710100","2:22","PG-13","for violence and some sexuality."
"287730100","Death Wish","R","for strong bloody violence, and language throughout."
"287750100","L.A. ‘92","R","for disturbing violence, bloody images, and language."
"287790100","The Shape of Water","R","for sexual content, graphic nudity, violence and language."
"287830100","Lasciati Andare","Not Rated",""
"287850100","Dalida","Not Rated",""
"287870100","Happy Death Day","PG-13","for violence/terror, crude sexual content, language, some drug material and partial nudity."
"287880100","Gook","Not Rated",""
"288100100","The Kid Who Would Be King","PG","for fantasy action violence, scary images, thematic elements including some bullying, and language."
"288110100","Bohemian Rhapsody","PG-13","for thematic elements, suggestive material, drug content and language."
"288170100","Harold and Lillian: A Hollywood Love Story","Not Rated",""
"288200100","Nise: O Coração da Loucura","Not Rated",""
"288210100","The King’s Case Note","Not Rated",""
"288230100","Risk","Not Rated",""
"288250100","The Penguin Counters","Not Rated",""
"288260100","Bad Grandmas","Not Rated",""
"288270100","Sicario: Day of the Soldado","R","for strong violence, bloody images, and language."
"288280100","Caltiki il mostro immortale","Not Rated",""
"288300100","Preparati la bara!","Not Rated",""
"288440100","Love, Kennedy","PG","for thematic elements."
"288580100","The Lion King","PG","for sequences of violence and peril, and some thematic elements."
"288640100","I Do…Until I Don’t","R","for sexual material and language."
"288650100","Kono sekai no katasumi ni","PG-13","for thematic elements including war-related images."
"288670100","Treasure Hounds","PG","for some rude humor."
"288730100","The Angry Birds Movie 2","PG","for rude humor and action."
"288750100","Baahubali 2: The Conclusion","Not Rated",""
"288820100","Chez Nous","Not Rated",""
"288930100","Sex Doll","Not Rated",""
"288970100","Finding Fatimah","PG-13","for some drug references."
"289000100","Welcome to Marwen","PG-13","for sequences of fantasy violence, some disturbing images, brief suggestive content, thematic material and language."
"289010100","Ch?i dàn zhu?nji?","Not Rated",""
"289020100","Jìyì dàsh?","Not Rated",""
"289080100","Nocturama","Not Rated",""
"289090100","Elena and the Secret of Avalor","G",""
"289140100","Rumble: The Indians who Rocked the World","Not Rated",""
"289160100","Ingrid Goes West","R","for language throughout, drug use, some sexual content and disturbing behavior."
"289170100","The Trip to Spain","Not Rated",""
"289210100","The Catcher Was A Spy","R","for some sexuality, violence and language."
"289220100","Zoe","R","for some sexual material and drug content"
"289230100","The Endless","Not Rated",""
"289280100","Utopians","Not Rated","NULL"
"289300100","The Spy Who Dumped Me","R","for violence, language throughout, some crude sexual material and graphic nudity."
"289310100","Beach Rats","R","for strong sexual content, graphic nudity, drug use and language."
"289330100","Score: A Film Music Documentary","Not Rated",""
"289340100","The Foreigner","R","for violence, language and some sexual material."
"289370100","Ophelia","PG-13","for a scene of violence/bloody images, some sensuality, and thematic elements."
"289400100","Hickok","Not Rated",""
"289440100","Domino","R","for strong violence, some language and brief nudity."
"289460100","Tully","R","for language and some sexuality/nudity."
"289470100","Phantom Thread","R","for language."
"289510100","Tag","R","for language throughout, crude sexual content, drug use and brief nudity."
"289520100","The Curse of La Llorona","R","for violence and terror."
"289530100","Isn’t it Romantic","PG-13","for language, some sexual material, and a brief drug reference."
"289540100","Captive State","PG-13","for sci-fi violence and action, some sexual content, brief language and drug material."
"289550100","Chavela","Not Rated",""
"289560100","In Our Hands: The Battle for Jerusalem","PG-13",""
"289600100","Letters from Baghdad","Not Rated",""
"289690100","Hare Krishna! The Mantra, The Movement and the Swami Who Started it all","Not Rated",""
"289700100","The Last Shaman","Not Rated",""
"289720100","The Challenge","Not Rated",""
"289730100","The Skyjacker’s Tale","Not Rated",""
"289750100","Breathe","PG-13","for mature thematic material including some bloody medical images."
"289760100","The Hummingbird Project","R","for language throughout."
"289780100","The Indian Fighter","Not Rated",""
"289880100","Django","Not Rated",""
"289900100","Paradise Club","R",""
"289910100","30 Years of Garbage: The Garbage Pail Kids Story","Not Rated",""
"289920100","Man Underground","Not Rated",""
"289930100","American Folk","PG","for thematic elements and language."
"289940100","9/11","R","for language."
"289950100","Shock and Awe","R","for language including some sexual references."
"289990100","Crown Heights","R","for language, some sexuality/nudity and violence."
"290020100","Tell Me How I Die","Not Rated",""
"290060100","Tubelight","Not Rated",""
"290110100","I am Heath Ledger","Not Rated",""
"290160100","Dumplin’","PG-13","for brief strong language."
"290180100","Tragedy Girls","R","for strong bloody horror violence, and language including some sexual references."
"290190100","Patrick","Not Rated","NULL"
"290220100","A Kid Like Jake","R","for some language."
"290240100","Mugen no jûnin","R","for bloody violence and carnage throughout."
